Timestamp,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW
2024-12-02 13:08:07.923000,0.008389324,-0.0239541531,0.1836992,0.6856014,0.20614475,0.0108910417,-0.6980948
2024-12-02 13:08:07.956000,0.009970576,-0.0240847468,0.183657825,0.6859966,0.210680783,0.00961782,-0.696369
2024-12-02 13:08:07.965000,0.009970576,-0.0240847468,0.183657825,0.6859966,0.210680783,0.00961782,-0.696369
2024-12-02 13:08:07.972000,0.009970576,-0.0240847468,0.183657825,0.6859966,0.210680783,0.00961782,-0.696369
2024-12-02 13:08:08.018000,0.0101617575,-0.02333957,0.183852673,0.6862475,0.211128637,0.009191908,-0.695991755
2024-12-02 13:08:08.116000,0.0109683126,-0.0229659081,0.183746889,0.686533749,0.214004844,0.008637072,-0.6948373
2024-12-02 13:08:08.213000,0.0112433434,-0.0230551362,0.1837724,0.6865727,0.214509919,0.008361095,-0.6946463
2024-12-02 13:08:08.311000,0.01404915,-0.0244863629,0.185674638,0.6873382,0.217398077,0.00270303362,-0.6930347
2024-12-02 13:08:08.408000,0.01376047,-0.01875931,0.191978008,0.694284141,0.212768078,-0.0230749939,-0.687144
2024-12-02 13:08:08.506000,0.02148445,-0.0140182376,0.198218331,0.7109814,0.240983069,-0.0454395,-0.6590659
2024-12-02 13:08:08.617000,0.0308187678,-0.0189396739,0.201129451,0.725083947,0.2783225,-0.06774855,-0.6262588
2024-12-02 13:08:08.715000,0.0376645066,-0.0256758332,0.203864366,0.7325791,0.305096328,-0.08629369,-0.6023267
2024-12-02 13:08:08.812000,0.042875357,-0.02765745,0.206337839,0.7380303,0.3266378,-0.100496374,-0.581824243
2024-12-02 13:08:08.910000,0.045925,-0.0308039784,0.209284529,0.7428347,0.337640226,-0.114720687,-0.5665995
2024-12-02 13:08:09.007000,0.0482683778,-0.0330055356,0.212326452,0.7482854,0.3461309,-0.127662748,-0.5513299
2024-12-02 13:08:09.119000,0.0548623651,-0.03723198,0.2152551,0.7519891,0.369197845,-0.138293788,-0.5282804
2024-12-02 13:08:09.216000,0.0580588952,-0.0393403172,0.219281614,0.7576497,0.3777414,-0.15098393,-0.510374367
2024-12-02 13:08:09.314000,0.06752066,-0.04313439,0.221412882,0.7569211,0.4136864,-0.150353029,-0.483040422
2024-12-02 13:08:09.411000,0.07790166,-0.05142498,0.227426857,0.757108867,0.44566,-0.144561067,-0.4552752
2024-12-02 13:08:09.509000,0.0839677,-0.054396987,0.226498082,0.7541488,0.468512654,-0.127977327,-0.442015082
2024-12-02 13:08:09.606000,0.07696363,-0.0597130656,0.2250801,0.7599197,0.441265881,-0.114422649,-0.4633724
2024-12-02 13:08:09.718000,0.0698003,-0.07070279,0.226024777,0.7615892,0.41079092,-0.0952700451,-0.492093772
2024-12-02 13:08:09.815000,0.06164291,-0.08057469,0.229447559,0.7682646,0.3885606,-0.07581287,-0.503033459
2024-12-02 13:08:09.912000,0.0611406639,-0.0809177756,0.229243413,0.7664884,0.386024237,-0.0696056858,-0.5085626
2024-12-02 13:08:10.010000,0.079362154,-0.08450335,0.228921443,0.753156066,0.437398,-0.0668296143,-0.486798555
2024-12-02 13:08:10.108000,0.08693531,-0.0900117755,0.22845374,0.745202959,0.4650511,-0.06372657,-0.473644316
2024-12-02 13:08:10.205000,0.08966988,-0.08899236,0.23070994,0.7468499,0.466779739,-0.06525918,-0.469119638
2024-12-02 13:08:10.316000,0.0836600959,-0.08824319,0.226848632,0.749898732,0.455449343,-0.0519162565,-0.476993173
2024-12-02 13:08:10.414000,0.07824464,-0.08850604,0.226742789,0.7541941,0.444667041,-0.0432917848,-0.481236219
2024-12-02 13:08:10.511000,0.07494274,-0.0919203758,0.227698281,0.7582114,0.435483247,-0.0370962843,-0.483832538
2024-12-02 13:08:10.609000,0.0719544142,-0.09560734,0.226560518,0.7601989,0.427740723,-0.0294980165,-0.488124281
2024-12-02 13:08:10.707000,0.07084827,-0.09891516,0.225756317,0.7601403,0.423144966,-0.0240833871,-0.492498845
2024-12-02 13:08:10.818000,0.0685906,-0.100186646,0.227272332,0.7613561,0.418671846,-0.0224403758,-0.494517267
2024-12-02 13:08:10.915000,0.0715632439,-0.103435457,0.226173133,0.7582564,0.4238158,-0.022185469,-0.4949093
2024-12-02 13:08:11.012000,0.0739059746,-0.105557144,0.226594269,0.755715668,0.428656518,-0.02268683,-0.4946037
2024-12-02 13:08:11.111000,0.07583831,-0.108064413,0.225739837,0.7519519,0.4315068,-0.0211130772,-0.4979201
