Timestamp,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW
2024-12-06 16:16:04.844000,0.026136063,-0.04219812,0.238335237,0.5520095,-0.363382161,-0.477102816,-0.5793201
2024-12-06 16:16:04.853000,0.0203587115,-0.0418337,0.238552153,0.5358319,-0.372607082,-0.467406869,-0.596304357
2024-12-06 16:16:04.859000,0.0203587115,-0.0418337,0.238552153,0.5358319,-0.372607082,-0.467406869,-0.596304357
2024-12-06 16:16:04.865000,0.0203587115,-0.0418337,0.238552153,0.5358319,-0.372607082,-0.467406869,-0.596304357
2024-12-06 16:16:04.907000,0.0205970928,-0.0430796742,0.2379846,0.5386077,-0.36526832,-0.466598541,-0.598971367
2024-12-06 16:16:05.003000,0.0211845636,-0.04352486,0.238168329,0.53812,-0.3657562,-0.467534631,-0.5983817
2024-12-06 16:16:05.100000,0.0207032487,-0.04506427,0.24045226,0.536167264,-0.371975,-0.467091531,-0.5966446
2024-12-06 16:16:05.197000,0.0212737471,-0.0446940064,0.239743,0.537636638,-0.369858384,-0.467673123,-0.5961824
2024-12-06 16:16:05.308000,0.0215905234,-0.04861605,0.239585668,0.537607,-0.359633923,-0.4670499,-0.6029151
2024-12-06 16:16:05.406000,0.01955311,-0.0472809672,0.238907278,0.530865431,-0.366119146,-0.465860337,-0.6058983
2024-12-06 16:16:05.503000,0.021481894,-0.0455606,0.235086083,0.52732116,-0.358844131,-0.473681778,-0.6072799
2024-12-06 16:16:05.600000,0.0265316144,-0.0501217842,0.232750654,0.5372179,-0.3325158,-0.4810611,-0.6077915
2024-12-06 16:16:05.698000,0.02383931,-0.04842037,0.231519982,0.518034,-0.3439526,-0.489163458,-0.611601651
2024-12-06 16:16:05.809000,0.0309571438,-0.0468637347,0.22708568,0.539644837,-0.31284076,-0.49778235,-0.602600038
2024-12-06 16:16:05.906000,0.0359360948,-0.04894805,0.2254239,0.5449394,-0.297072977,-0.5064634,-0.5985679
2024-12-06 16:16:06.004000,0.0427142121,-0.05086428,0.2221426,0.5589637,-0.265727,-0.5125338,-0.595195651
2024-12-06 16:16:06.102000,0.04000047,-0.050688982,0.2231003,0.551435769,-0.2760615,-0.511956036,-0.598004758
2024-12-06 16:16:06.199000,0.03854871,-0.0506221652,0.224262357,0.5492646,-0.2846031,-0.510272264,-0.5974377
2024-12-06 16:16:06.297000,0.036025133,-0.0489174724,0.228116453,0.5516827,-0.3034072,-0.5042822,-0.5910075
2024-12-06 16:16:06.408000,0.0327845253,-0.04459107,0.229596317,0.544488132,-0.3250711,-0.5050671,-0.5854646
2024-12-06 16:16:06.505000,0.0385217443,-0.0478528738,0.226734862,0.551636934,-0.2977582,-0.5149713,-0.5846719
2024-12-06 16:16:06.603000,0.04362864,-0.0532665849,0.222799778,0.5526505,-0.270457178,-0.522409439,-0.5903548
2024-12-06 16:16:06.701000,0.0432935059,-0.0528206229,0.2221947,0.03132566,-0.686964154,-0.5993326,-0.409755349
2024-12-06 16:16:06.798000,0.0425251238,-0.0528612137,0.220815316,0.020612726,-0.6839792,-0.6044262,-0.407941967
2024-12-06 16:16:06.909000,0.04223044,-0.0544617772,0.2218289,-0.293297052,-0.778539,-0.5154443,-0.20535621
2024-12-06 16:16:07.006000,0.04263598,-0.05473405,0.220750749,-0.5324235,-0.7598575,-0.3729944,0.00414634962
