Timestamp,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW
2024-12-06 15:28:49.321000,-0.05014509,0.249888062,0.7072599,0.8411563,0.166956678,-0.170493588,-0.485297352
2024-12-06 15:28:49.331000,-0.0405050665,0.24244529,0.705692768,0.8288853,0.1925542,-0.1871413,-0.4907648
2024-12-06 15:28:49.337000,-0.0405050665,0.24244529,0.705692768,0.8288853,0.1925542,-0.1871413,-0.4907648
2024-12-06 15:28:49.343000,-0.0405050665,0.24244529,0.705692768,0.8288853,0.1925542,-0.1871413,-0.4907648
2024-12-06 15:28:49.387000,-0.04011286,0.242452323,0.7057034,0.8291539,0.194212765,-0.187020287,-0.489702761
2024-12-06 15:28:49.476000,-0.0398224443,0.242488027,0.705958843,0.829616547,0.195016712,-0.187393323,-0.488455474
2024-12-06 15:28:49.587000,-0.0395628065,0.2423861,0.705912232,0.829675,0.196475208,-0.186937585,-0.487945884
2024-12-06 15:28:49.685000,-0.039142862,0.242171466,0.70387733,0.828639448,0.201241136,-0.183531925,-0.489055
2024-12-06 15:28:49.782000,-0.043358095,0.2527482,0.6944474,0.821490049,0.19047685,-0.179212853,-0.5067105
2024-12-06 15:28:49.880000,-0.0452631377,0.259751379,0.685616255,0.812519,0.187959358,-0.1749009,-0.5233488
2024-12-06 15:28:49.977000,-0.0443965159,0.275114775,0.678912938,0.8110759,0.195442691,-0.173666656,-0.523257
2024-12-06 15:28:50.074000,-0.04232941,0.291317344,0.668471158,0.8047064,0.205760509,-0.173336267,-0.52921164
2024-12-06 15:28:50.186000,-0.0432072543,0.3090399,0.6577579,0.7999991,0.217549473,-0.161863044,-0.5352327
2024-12-06 15:28:50.283000,-0.04311738,0.3198843,0.648932934,0.7908012,0.221742809,-0.156069413,-0.548731267
2024-12-06 15:28:50.381000,-0.04196036,0.322456717,0.6445,0.7735482,0.225577727,-0.160833523,-0.569974065
2024-12-06 15:28:50.478000,-0.0394515023,0.3227315,0.6421753,0.758710563,0.245971262,-0.165296435,-0.580115139
2024-12-06 15:28:50.576000,-0.0356279463,0.3159724,0.64312315,0.745015,0.2645942,-0.179110542,-0.5855442
2024-12-06 15:28:50.687000,-0.0297248363,0.305208445,0.6465025,0.7341845,0.2791805,-0.20664534,-0.5833772
2024-12-06 15:28:50.784000,-0.0231402665,0.296920061,0.647514045,0.728429437,0.304642051,-0.219160765,-0.5731949
2024-12-06 15:28:50.882000,-0.0174373239,0.291690767,0.6464478,0.7184307,0.322200656,-0.224475548,-0.574155748
2024-12-06 15:28:50.979000,-0.01367034,0.287423,0.6427208,0.703406453,0.3289668,-0.223294765,-0.5891856
2024-12-06 15:28:51.077000,-0.0141299218,0.2819944,0.642398,0.6963753,0.323810458,-0.2161777,-0.60288924
2024-12-06 15:28:51.174000,-0.0168693811,0.2734586,0.6402824,0.6964726,0.3085104,-0.204301164,-0.6148238
2024-12-06 15:28:51.286000,-0.0218871161,0.26936996,0.6424548,0.7003941,0.2833121,-0.198034286,-0.6244716
2024-12-06 15:28:51.383000,-0.02313301,0.2643494,0.64018476,0.695518255,0.280607969,-0.194628835,-0.6321654
2024-12-06 15:28:51.480000,-0.0193935931,0.259868324,0.6390972,0.688984931,0.2879712,-0.197162986,-0.6352159
2024-12-06 15:28:51.578000,-0.0160131678,0.250474334,0.6379284,0.683606446,0.2937406,-0.19487083,-0.639080644
2024-12-06 15:28:51.675000,-0.0130671114,0.246531308,0.6392553,0.6848795,0.29669565,-0.19712913,-0.6356508
2024-12-06 15:28:51.787000,-0.009665914,0.2427684,0.639244854,0.683559,0.30700174,-0.197116539,-0.6321725
2024-12-06 15:28:51.885000,-0.008035377,0.2398035,0.639819562,0.6827533,0.3074835,-0.199589774,-0.63203305
2024-12-06 15:28:51.982000,-0.005466722,0.233150959,0.639562,0.681859553,0.311149746,-0.197963521,-0.631715059
2024-12-06 15:28:52.080000,-0.005663462,0.231474221,0.6402348,0.683942,0.311484575,-0.195360988,-0.6301069
2024-12-06 15:28:52.177000,-0.004803665,0.228091836,0.6404089,0.6837981,0.3122277,-0.195080072,-0.6299825
2024-12-06 15:28:52.274000,-0.00481182337,0.224607408,0.6409645,0.684838533,0.310908943,-0.193730757,-0.629920959
2024-12-06 15:28:52.386000,-0.00410749763,0.220592916,0.6411581,0.6850953,0.3112375,-0.1924422,-0.6298742
2024-12-06 15:28:52.484000,-0.003370352,0.213868022,0.6415891,0.683835268,0.306722015,-0.192646563,-0.6333863
2024-12-06 15:28:52.581000,-0.002545178,0.214062333,0.6413698,0.6829363,0.307002246,-0.194314137,-0.633711
2024-12-06 15:28:52.679000,-0.00225061923,0.213224232,0.640064657,0.67964524,0.3062638,-0.194577932,-0.6375142
2024-12-06 15:28:52.776000,-0.002598673,0.2130987,0.638510466,0.675344348,0.303109556,-0.197694361,-0.6426131
2024-12-06 15:28:52.887000,0.000282630324,0.213001788,0.637339234,0.6692739,0.317564636,-0.208597347,-0.6385235
2024-12-06 15:28:52.985000,0.00109988451,0.212907374,0.637556732,0.596301436,0.468458027,-0.3692966,-0.5372073
2024-12-06 15:28:53.082000,0.0015399754,0.2129513,0.6375817,0.555229843,0.5227428,-0.429003179,-0.4841652
2024-12-06 15:28:53.180000,0.00161543489,0.212967515,0.6376132,0.5415933,0.5380164,-0.446493566,-0.4667533
2024-12-06 15:28:53.277000,0.001548402,0.213052571,0.637685061,0.5365215,0.543548167,-0.45301646,-0.45986557
2024-12-06 15:28:53.375000,0.0012614876,0.21385783,0.638414,0.536504865,0.544902742,-0.455319375,-0.45599106
2024-12-06 15:28:53.486000,0.00081667304,0.21434629,0.638451,0.5295041,0.552562237,-0.4641146,-0.4459798
2024-12-06 15:28:53.583000,0.000241704285,0.2145397,0.6383685,0.5354822,0.5457234,-0.457031637,-0.454496115
2024-12-06 15:28:53.681000,0.0002283901,0.214629591,0.638313651,0.53069824,0.550603569,-0.4624396,-0.448714644
2024-12-06 15:28:53.778000,0.000408694148,0.214164615,0.638433158,0.5351597,0.546018243,-0.4573178,-0.454234123
2024-12-06 15:28:53.876000,0.00109089166,0.2114219,0.6380566,0.5911849,0.477930218,-0.379767627,-0.527124
2024-12-06 15:28:53.987000,0.00119563937,0.210676134,0.638143,0.5945294,0.4734397,-0.374525815,-0.531149745
2024-12-06 15:28:54.085000,0.00201874971,0.2083931,0.6381623,0.636297941,0.406110048,-0.298089653,-0.584245
2024-12-06 15:28:54.182000,0.00249972939,0.2067675,0.638857961,0.6499252,0.377761453,-0.2697228,-0.601783335
2024-12-06 15:28:54.280000,0.00351372361,0.203923345,0.640417337,0.665378749,0.3413814,-0.23637028,-0.62037003
2024-12-06 15:28:54.377000,0.00520931929,0.2021898,0.64207375,0.6784762,0.313966453,-0.206466436,-0.6312422
2024-12-06 15:28:54.475000,0.00675293058,0.201811731,0.641280532,0.6775792,0.3157836,-0.205140159,-0.6317315
2024-12-06 15:28:54.586000,0.006452687,0.200701535,0.6385853,0.673224866,0.3156791,-0.2033126,-0.6370078
2024-12-06 15:28:54.684000,0.007937737,0.19624126,0.638570368,0.672938168,0.315780252,-0.2029779,-0.637367249
2024-12-06 15:28:54.781000,0.009280786,0.1941514,0.640159249,0.674894154,0.317907751,-0.2035493,-0.6340506
2024-12-06 15:28:54.879000,0.009560324,0.1931467,0.641278148,0.6766887,0.3175401,-0.204341859,-0.632064164
2024-12-06 15:28:54.976000,0.009912036,0.1927461,0.641649842,0.677500963,0.31800437,-0.204547212,-0.630893052
2024-12-06 15:28:55.088000,0.00983201,0.193093181,0.6414254,0.67623806,0.321740657,-0.20772621,-0.629313
2024-12-06 15:28:55.185000,0.009625718,0.194274247,0.6411796,0.591535866,0.4860345,-0.387448251,-0.513556
