time,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW,movement_smoothness,movement_economy,angular_velocity,session_id,hidden_state
0.0,-0.062463865,-0.022211492,0.26835573,0.20056415,0.96794325,-0.11963205,0.092454836,0.0,1.0,0.0,0,1
0.014483046136742634,-0.091949955,0.026518583,0.27663437,0.30745098,0.944093,-0.10836868,-0.04917778,0.0,0.9999999982625335,0.018547131855312343,0,0
0.028966092273485268,-0.09191843293024549,0.026505781713884975,0.27663747685522966,0.3073516648895381,0.9441395194229352,-0.10836568782734594,-0.04890796838954458,0.04558820560386289,0.9989486069974832,0.00029126415177639257,0,2
0.043449138410227905,-0.09186751491862404,0.026485103628966996,0.27664249539912356,0.3071912398924467,0.9442146628553331,-0.10836085453171658,-0.04847213816571222,0.026257979872152594,0.9972502809335722,0.0007617469462298279,0,3
0.057932184546970536,-0.0918165969070026,0.026464425544049017,0.27664751394301745,0.3070308148953553,0.9442898062877308,-0.10835602123608723,-0.04803630794187986,0.006927754140442319,0.9955519548696611,0.0012322297406832628,0,3
0.07241523068371317,-0.0919406690794313,0.026599807934763298,0.2767367025499275,0.307335870573801,0.9441793995862535,-0.1082917860785316,-0.048364533866231525,0.0003936040299776008,0.9947611786272488,0.0018810776298965738,0,3
0.08689827682045581,-0.09215893097366808,0.026819190995942762,0.2768711962970264,0.3078914745648499,0.9439691191942259,-0.10819557744269152,-0.04910401849308608,0.0007470334117136192,0.9944588975863126,0.0026259318108164498,0,3
0.10138132295719844,-0.09237719286790486,0.027038574057122226,0.27700569004412534,0.30844707855589876,0.9437588388021982,-0.10809936880685146,-0.04984350311994063,0.0011004627934496371,0.9941566165453763,0.0033707859917363253,0,3
0.11586436909394107,-0.09259545476214162,0.02725795711830169,0.27714018379122424,0.3090026825469476,0.9435485584101706,-0.10800316017101139,-0.050582987746795184,0.0014538921751856549,0.9938543355044402,0.0041156401726562,0,3
0.13034741523068372,-0.0928137166563784,0.027477340179481155,0.27727467753832313,0.3095582865379965,0.943338278018143,-0.10790695153517131,-0.05132247237364974,0.0018073215569216732,0.993552054463504,0.004860494353576076,0,3
0.14483046136742633,-0.09303197855061518,0.02769672324066062,0.27740917128542203,0.31011389052904537,0.9431279976261153,-0.10781074289933125,-0.05206195700050429,0.002160750938657691,0.9932497734225679,0.005605348534495952,0,3
0.15931350750416898,-0.09325024044485196,0.027916106301840084,0.2775436650325209,0.31066949452009424,0.9429177172340877,-0.10771453426349117,-0.05280144162735884,0.0025141803203937094,0.9929474923816317,0.006350202715415828,0,3
0.17379655364091162,-0.093077668704975,0.027864058636511025,0.27734860169399667,0.31027096800491016,0.9431061473156384,-0.10765721597887716,-0.05181875141787104,0.0030858794142826487,0.9856222206240467,0.006589627801043712,0,3
0.18827959977765424,-0.0928856497637229,0.02779850505066472,0.2771371401684964,0.3098249656164304,0.943314416536386,-0.10760183281045026,-0.05075036878602696,0.0036684392291429346,0.9779474970721401,0.006803903614605295,0,3
0.20276264591439688,-0.09269363082247081,0.02773295146481842,0.2769256786429961,0.3093789632279507,0.9435226857571336,-0.10754644964202335,-0.04968198615418288,0.004250999044003222,0.9702727735202334,0.007018179428166877,0,3
0.2172456920511395,-0.09250161188121873,0.027667397878972114,0.27671421711749583,0.30893296083947097,0.9437309549778813,-0.10749106647359645,-0.0486136035223388,0.004833558858863508,0.9625980499683269,0.007232455241728459,0,3
0.23172873818788214,-0.09230959293996664,0.02760184429312581,0.27650275559199555,0.3084869584509913,0.943939224198629,-0.10743568330516955,-0.04754522089049472,0.005416118673723796,0.9549233264164202,0.0074467310552900415,0,3
